X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-84.572124,46.527587,0,0,175,191.9,2024/11/09 16:59:57+00,,,,,,,,,,,,,,,,,,,,,
-84.572031,46.527586,0,0,176,192,2024/11/09 16:59:58+00,,,,,,,,,,,,,,,,,,,,,
-84.571937,46.52758,0,0,177,192.1,2024/11/09 16:59:59+00,,,,,,,,,,,,,,,,,,,,,
-84.571844,46.527584,0,0,178,192.1,2024/11/09 17:00:00+00,,,,,,,,,,,,,,,,,,,,,
-84.571732,46.527581,0,0,179,192.2,2024/11/09 17:00:01+00,,,,,,,,,,,,,,,,,,,,,
-84.571621,46.527578,0,0,180,192.3,2024/11/09 17:00:02+00,,,,,,,,,,,,,,,,,,,,,
-84.571526,46.527581,0,0,181,192.4,2024/11/09 17:00:03+00,,,,,,,,,,,,,,,,,,,,,
-84.571427,46.527583,0,0,182,192.5,2024/11/09 17:00:04+00,,,,,,,,,,,,,,,,,,,,,
-84.571332,46.527585,0,0,183,192.6,2024/11/09 17:00:05+00,,,,,,,,,,,,,,,,,,,,,
-84.571236,46.527586,0,0,184,192.7,2024/11/09 17:00:06+00,,,,,,,,,,,,,,,,,,,,,
-84.57114,46.527585,0,0,185,192.9,2024/11/09 17:00:07+00,,,,,,,,,,,,,,,,,,,,,
-84.571048,46.527585,0,0,186,193,2024/11/09 17:00:08+00,,,,,,,,,,,,,,,,,,,,,
-84.570954,46.527586,0,0,187,193.1,2024/11/09 17:00:09+00,,,,,,,,,,,,,,,,,,,,,
-84.570863,46.527587,0,0,188,193.3,2024/11/09 17:00:10+00,,,,,,,,,,,,,,,,,,,,,
-84.570768,46.527588,0,0,189,193.4,2024/11/09 17:00:11+00,,,,,,,,,,,,,,,,,,,,,
-84.570675,46.527588,0,0,190,193.6,2024/11/09 17:00:12+00,,,,,,,,,,,,,,,,,,,,,
-84.570576,46.527586,0,0,191,193.7,2024/11/09 17:00:13+00,,,,,,,,,,,,,,,,,,,,,
-84.570478,46.527585,0,0,192,193.9,2024/11/09 17:00:14+00,,,,,,,,,,,,,,,,,,,,,
-84.570374,46.527586,0,0,193,194,2024/11/09 17:00:15+00,,,,,,,,,,,,,,,,,,,,,
-84.570276,46.527588,0,0,194,194.2,2024/11/09 17:00:16+00,,,,,,,,,,,,,,,,,,,,,
-84.570175,46.527586,0,0,195,194.4,2024/11/09 17:00:17+00,,,,,,,,,,,,,,,,,,,,,
-84.570073,46.527582,0,0,196,194.5,2024/11/09 17:00:18+00,,,,,,,,,,,,,,,,,,,,,
-84.569973,46.527576,0,0,197,194.7,2024/11/09 17:00:19+00,,,,,,,,,,,,,,,,,,,,,
-84.569881,46.527574,0,0,198,194.8,2024/11/09 17:00:20+00,,,,,,,,,,,,,,,,,,,,,
-84.56979,46.527577,0,0,199,195,2024/11/09 17:00:21+00,,,,,,,,,,,,,,,,,,,,,
-84.569693,46.52758,0,0,200,195.1,2024/11/09 17:00:22+00,,,,,,,,,,,,,,,,,,,,,
-84.569596,46.527584,0,0,201,195.3,2024/11/09 17:00:23+00,,,,,,,,,,,,,,,,,,,,,
-84.569497,46.527588,0,0,202,195.4,2024/11/09 17:00:24+00,,,,,,,,,,,,,,,,,,,,,
-84.569401,46.527588,0,0,203,195.6,2024/11/09 17:00:25+00,,,,,,,,,,,,,,,,,,,,,
-84.56932,46.527593,0,0,204,195.7,2024/11/09 17:00:26+00,,,,,,,,,,,,,,,,,,,,,
-84.569233,46.527598,0,0,205,195.9,2024/11/09 17:00:27+00,,,,,,,,,,,,,,,,,,,,,
-84.569138,46.527596,0,0,206,196,2024/11/09 17:00:28+00,,,,,,,,,,,,,,,,,,,,,
-84.569034,46.527589,0,0,207,196.1,2024/11/09 17:00:29+00,,,,,,,,,,,,,,,,,,,,,
-84.568937,46.527584,0,0,208,196.3,2024/11/09 17:00:30+00,,,,,,,,,,,,,,,,,,,,,
-84.568838,46.527582,0,0,209,196.4,2024/11/09 17:00:31+00,,,,,,,,,,,,,,,,,,,,,
-84.568738,46.527579,0,0,210,196.5,2024/11/09 17:00:32+00,,,,,,,,,,,,,,,,,,,,,
-84.56864,46.52758,0,0,211,196.6,2024/11/09 17:00:33+00,,,,,,,,,,,,,,,,,,,,,
-84.568542,46.52758,0,0,212,196.6,2024/11/09 17:00:34+00,,,,,,,,,,,,,,,,,,,,,
-84.568444,46.527578,0,0,213,196.7,2024/11/09 17:00:35+00,,,,,,,,,,,,,,,,,,,,,
-84.568339,46.527577,0,0,214,196.8,2024/11/09 17:00:36+00,,,,,,,,,,,,,,,,,,,,,
-84.568238,46.527575,0,0,215,196.9,2024/11/09 17:00:37+00,,,,,,,,,,,,,,,,,,,,,
-84.568138,46.527573,0,0,216,197,2024/11/09 17:00:38+00,,,,,,,,,,,,,,,,,,,,,
-84.568037,46.527569,0,0,217,197,2024/11/09 17:00:39+00,,,,,,,,,,,,,,,,,,,,,
-84.567934,46.527565,0,0,218,197.1,2024/11/09 17:00:40+00,,,,,,,,,,,,,,,,,,,,,
-84.567833,46.52756,0,0,219,197.1,2024/11/09 17:00:41+00,,,,,,,,,,,,,,,,,,,,,
-84.56773,46.527549,0,0,220,197.1,2024/11/09 17:00:42+00,,,,,,,,,,,,,,,,,,,,,
-84.567634,46.527541,0,0,221,197.2,2024/11/09 17:00:43+00,,,,,,,,,,,,,,,,,,,,,
-84.567536,46.527531,0,0,222,197.2,2024/11/09 17:00:44+00,,,,,,,,,,,,,,,,,,,,,
-84.567438,46.527521,0,0,223,197.2,2024/11/09 17:00:45+00,,,,,,,,,,,,,,,,,,,,,
-84.56734,46.52751,0,0,224,197.2,2024/11/09 17:00:46+00,,,,,,,,,,,,,,,,,,,,,
-84.567247,46.527499,0,0,225,197.1,2024/11/09 17:00:47+00,,,,,,,,,,,,,,,,,,,,,
-84.567155,46.527488,0,0,226,197.1,2024/11/09 17:00:48+00,,,,,,,,,,,,,,,,,,,,,
-84.567066,46.527472,0,0,227,197,2024/11/09 17:00:49+00,,,,,,,,,,,,,,,,,,,,,
-84.56696,46.527446,0,0,228,197,2024/11/09 17:00:50+00,,,,,,,,,,,,,,,,,,,,,
-84.566855,46.52742,0,0,229,196.9,2024/11/09 17:00:51+00,,,,,,,,,,,,,,,,,,,,,
-84.566758,46.527396,0,0,230,196.8,2024/11/09 17:00:52+00,,,,,,,,,,,,,,,,,,,,,
-84.566663,46.527374,0,0,231,196.8,2024/11/09 17:00:53+00,,,,,,,,,,,,,,,,,,,,,
-84.566567,46.527351,0,0,232,196.7,2024/11/09 17:00:54+00,,,,,,,,,,,,,,,,,,,,,
-84.566474,46.52733,0,0,233,196.6,2024/11/09 17:00:55+00,,,,,,,,,,,,,,,,,,,,,
-84.566382,46.527304,0,0,234,196.5,2024/11/09 17:00:56+00,,,,,,,,,,,,,,,,,,,,,
-84.566292,46.527279,0,0,235,196.5,2024/11/09 17:00:57+00,,,,,,,,,,,,,,,,,,,,,
-84.566203,46.527251,0,0,236,196.4,2024/11/09 17:00:58+00,,,,,,,,,,,,,,,,,,,,,
-84.566115,46.527219,0,0,237,196.3,2024/11/09 17:00:59+00,,,,,,,,,,,,,,,,,,,,,
