longitude,latitude,annotation
-122.016984,45.642565,outdoor
-122.016945,45.642567,outdoor
-122.016906,45.642576,outdoor
-122.016863,45.642598,outdoor
-122.016822,45.642614,outdoor
-122.016777,45.642626,outdoor
-122.016729,45.642627,outdoor
-122.016689,45.642606,outdoor
-122.016664,45.642584,outdoor
-122.016628,45.642555,outdoor
-122.016617,45.642528,outdoor
-122.016598,45.642488,outdoor
-122.016582,45.642518,outdoor
-122.016542,45.642538,outdoor
-122.016502,45.642546,outdoor
-122.01646,45.642543,outdoor
-122.016422,45.642549,outdoor
-122.016367,45.642545,outdoor
-122.016311,45.64255,outdoor
-122.016268,45.642544,outdoor
-122.016232,45.642527,outdoor
-122.01619,45.642516,outdoor
-122.016146,45.642515,outdoor
-122.016106,45.642506,outdoor
-122.016061,45.64251,outdoor
-122.01602,45.642507,outdoor
-122.015987,45.64249,outdoor
-122.015959,45.642469,outdoor
-122.015996,45.642486,outdoor
-122.016051,45.642502,outdoor
-122.016106,45.642515,outdoor
-122.016163,45.642549,outdoor
-122.016198,45.642571,outdoor
-122.016239,45.642588,outdoor
-122.016289,45.642603,outdoor
-122.016313,45.642638,outdoor
-122.016326,45.642665,outdoor
-122.016354,45.642684,outdoor
-122.016418,45.642681,outdoor
-122.016474,45.642655,outdoor
-122.016412,45.642644,outdoor
-122.016342,45.642654,outdoor
-122.016302,45.642653,outdoor
-122.016261,45.642641,outdoor
-122.016326,45.64259,outdoor
-122.016362,45.642565,outdoor
-122.016347,45.64254,outdoor
-122.016275,45.642535,outdoor
-122.016277,45.642568,outdoor
-122.016313,45.642591,outdoor
-122.01635,45.642567,outdoor
-122.016387,45.642589,outdoor
-122.016382,45.642642,outdoor
-122.016353,45.642684,outdoor
-122.016302,45.642712,outdoor
-122.016259,45.642747,outdoor
-122.016223,45.642783,outdoor
-122.016196,45.642808,outdoor
-122.016155,45.642812,outdoor
-122.016108,45.642818,outdoor
-122.016065,45.642804,outdoor
-122.015999,45.642798,outdoor
-122.01594,45.6428,outdoor
-122.015931,45.642838,outdoor
-122.015866,45.642838,outdoor
-122.015851,45.642813,outdoor
-122.015842,45.642849,outdoor
-122.015825,45.642888,outdoor
-122.01582,45.642935,outdoor
-122.015818,45.642966,outdoor
-122.015798,45.642994,outdoor
-122.015764,45.643024,outdoor
-122.01574,45.643051,outdoor
-122.015706,45.643067,outdoor
-122.015654,45.64305,outdoor
-122.015608,45.643033,outdoor
-122.015564,45.643023,outdoor
-122.015525,45.643017,outdoor
-122.015471,45.643026,outdoor
-122.015431,45.643053,outdoor
-122.015382,45.643063,outdoor
-122.015334,45.643074,outdoor
-122.015299,45.643092,outdoor
-122.015306,45.643119,outdoor
-122.015313,45.643146,outdoor
-122.015315,45.643181,outdoor
-122.015294,45.643209,outdoor
-122.015255,45.643208,outdoor
-122.015209,45.643212,outdoor
-122.015176,45.643194,outdoor
-122.015135,45.643201,outdoor
-122.015108,45.643227,outdoor
-122.015143,45.643243,outdoor
-122.01519,45.643193,outdoor
-122.015105,45.643167,outdoor
-122.015058,45.643173,outdoor
-122.015003,45.643208,outdoor
-122.015005,45.643169,outdoor
-122.015043,45.64314,outdoor
-122.015103,45.643131,outdoor
-122.015098,45.643096,outdoor
-122.015119,45.643126,outdoor
-122.015151,45.643147,outdoor
-122.015182,45.643164,outdoor
-122.015209,45.643142,outdoor
-122.015221,45.643103,outdoor
-122.015261,45.643072,outdoor
-122.015262,45.643039,outdoor
-122.015229,45.64302,outdoor
-122.015277,45.643003,outdoor
-122.015315,45.643026,outdoor
-122.01529,45.643059,outdoor
-122.015242,45.64306,outdoor
-122.015201,45.643071,outdoor
-122.015144,45.643093,outdoor
-122.015099,45.643114,outdoor
-122.015063,45.64315,outdoor
-122.015035,45.643175,outdoor
-122.014996,45.643181,outdoor
-122.014945,45.64318,outdoor
-122.014901,45.643181,outdoor
-122.014861,45.64318,outdoor
-122.014872,45.643208,outdoor
-122.014913,45.643218,outdoor
-122.014985,45.643223,outdoor
-122.014936,45.643224,outdoor
-122.014887,45.643204,outdoor
-122.014915,45.64324,outdoor
-122.014945,45.643266,outdoor
-122.014993,45.64329,outdoor
-122.015048,45.643319,outdoor
