longitude,latitude,annotation,,,,,,,,,,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-84.263052,46.593141,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263013,46.593113,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262977,46.593088,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26292,46.593065,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262872,46.593045,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26281,46.593023,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262753,46.592996,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262707,46.592964,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262667,46.592925,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262625,46.592884,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262587,46.59284,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262546,46.592798,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262491,46.592754,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262468,46.592692,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262451,46.592652,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262441,46.592632,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262426,46.59262,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26241,46.592603,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262404,46.592594,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262398,46.592586,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262392,46.592577,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262382,46.592558,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262377,46.592554,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262375,46.592556,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262378,46.59255,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262401,46.592554,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262411,46.592556,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262422,46.592558,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262433,46.59256,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262456,46.59256,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262475,46.592557,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262493,46.592555,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.2625,46.592559,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262505,46.592559,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262511,46.592556,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262514,46.592554,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262525,46.592552,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262533,46.59255,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262536,46.592548,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262558,46.592537,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262623,46.592499,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26271,46.592445,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262792,46.59239,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262855,46.592334,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262886,46.592287,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262885,46.592256,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262872,46.592237,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262861,46.592224,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262826,46.592202,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262808,46.592194,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262777,46.592174,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262738,46.592149,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262697,46.592127,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262656,46.592102,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262621,46.592084,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262581,46.592056,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262569,46.592048,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26253,46.592021,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262488,46.592012,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262443,46.592002,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262397,46.591987,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262348,46.591974,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262293,46.591959,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26225,46.59195,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262211,46.591944,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262176,46.591921,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262146,46.591898,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262116,46.591875,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262106,46.591867,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262071,46.591844,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262058,46.591836,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262004,46.591817,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261961,46.591798,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261924,46.591777,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261913,46.591771,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261869,46.59175,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261854,46.591742,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261817,46.591722,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26178,46.591705,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261744,46.591689,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261712,46.59167,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261675,46.591646,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261622,46.591616,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26158,46.591591,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261519,46.591565,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261451,46.591543,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261401,46.591528,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261361,46.591514,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261326,46.591494,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26128,46.591476,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261235,46.591462,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.2612,46.591449,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261169,46.59143,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261137,46.591407,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261102,46.591384,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261064,46.591362,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261033,46.591339,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261017,46.591307,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261018,46.591293,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261037,46.591261,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261044,46.591251,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261062,46.591217,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261066,46.591201,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261069,46.591173,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261074,46.591158,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261085,46.591145,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261091,46.591133,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261095,46.591126,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261099,46.591118,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261103,46.59111,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261107,46.591102,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261111,46.591094,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261115,46.591086,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261119,46.591078,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261123,46.59107,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261127,46.591062,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261131,46.591054,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261135,46.591046,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261139,46.591038,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261143,46.59103,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261147,46.591022,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261166,46.590984,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261173,46.59097,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261189,46.590941,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261205,46.590912,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261221,46.590882,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261237,46.590853,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261252,46.590822,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261266,46.590793,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261275,46.590766,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261285,46.590738,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261294,46.590712,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261308,46.590675,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261311,46.590663,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261317,46.590631,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261319,46.59062,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261327,46.590586,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26133,46.590575,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261342,46.590544,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261348,46.590535,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261365,46.590505,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26137,46.590495,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261387,46.590465,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261393,46.590456,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261416,46.59043,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261423,46.590423,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261445,46.59041,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261468,46.590405,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261508,46.590403,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261522,46.590404,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261568,46.590409,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261586,46.590412,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261626,46.59042,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261667,46.590429,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26172,46.590429,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261739,46.59043,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261784,46.590428,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261798,46.590428,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261842,46.590431,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261857,46.590432,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261902,46.590435,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261919,46.590438,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261947,46.590439,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261968,46.590437,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.261985,46.590431,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262018,46.590427,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262064,46.590418,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262081,46.590416,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262133,46.590419,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262157,46.590422,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262203,46.590437,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262232,46.590468,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262235,46.590479,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262238,46.590521,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26224,46.590537,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262246,46.590576,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262256,46.590618,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262273,46.59066,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262292,46.590705,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262305,46.590752,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262306,46.590795,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262297,46.590836,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262284,46.590878,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262281,46.590929,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262276,46.590976,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262278,46.591017,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262278,46.591057,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262279,46.591093,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262286,46.591123,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262305,46.591152,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262342,46.591182,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262388,46.591214,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262439,46.591247,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262491,46.59127,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262545,46.591284,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262616,46.591296,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262678,46.591303,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262718,46.591301,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262764,46.591297,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262778,46.591295,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262801,46.591289,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262822,46.591279,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262843,46.591269,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262864,46.591264,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262896,46.591257,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262906,46.591252,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262915,46.591247,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262932,46.591237,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262952,46.591228,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262964,46.591223,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262971,46.591219,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262963,46.591213,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262968,46.591202,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262973,46.591187,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.262979,46.591171,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263022,46.591162,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263036,46.59114,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263036,46.591127,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263037,46.591115,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263073,46.591089,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263086,46.591082,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263123,46.591068,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263136,46.591064,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263158,46.59105,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263165,46.591041,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263171,46.591033,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263191,46.591012,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263199,46.591001,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263207,46.59099,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263236,46.590958,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263243,46.590946,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263253,46.59091,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263255,46.590898,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263275,46.590871,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263316,46.590855,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263334,46.590853,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263355,46.590886,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263353,46.590901,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26335,46.590931,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26335,46.590961,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263352,46.590997,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263383,46.591045,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263442,46.591093,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263493,46.591143,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263545,46.591189,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263554,46.591243,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263584,46.591288,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26362,46.59133,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263638,46.591384,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263681,46.591432,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263757,46.591504,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263799,46.591544,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263831,46.591569,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263886,46.591577,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263906,46.591576,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26395,46.591562,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263962,46.591557,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.263986,46.591552,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264006,46.591549,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264056,46.591557,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264091,46.591571,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264126,46.591584,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26418,46.591594,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264219,46.59159,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264272,46.591583,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264292,46.591577,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264333,46.59157,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264377,46.591567,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264422,46.591556,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26444,46.59155,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264479,46.591541,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26453,46.591529,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264547,46.591524,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264593,46.591503,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264612,46.591498,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264678,46.591475,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26471,46.591462,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264761,46.59145,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264803,46.591455,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264845,46.591463,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264892,46.591472,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264934,46.591485,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.264997,46.591504,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26506,46.591533,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265112,46.591588,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265162,46.591628,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265205,46.591676,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265241,46.591716,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265288,46.591753,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265333,46.591783,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265389,46.591822,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265446,46.591852,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265513,46.591878,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265576,46.591899,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26564,46.591923,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.2657,46.591957,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26577,46.59199,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265839,46.592021,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265902,46.592053,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.265976,46.592101,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266082,46.592142,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266164,46.592175,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266229,46.592216,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266284,46.592259,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266338,46.592298,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266384,46.592334,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266433,46.59237,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266485,46.592396,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266526,46.592428,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266583,46.592453,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26661,46.592461,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266671,46.592466,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26673,46.59247,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266751,46.592472,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266792,46.592471,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266836,46.592469,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.266876,46.59246,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26694,46.592451,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267037,46.592432,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267127,46.59242,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267216,46.592421,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267285,46.592434,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267339,46.592443,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267387,46.592445,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267454,46.592449,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267508,46.592448,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.26756,46.592432,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267594,46.592409,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267629,46.59239,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267661,46.592366,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267686,46.592334,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267693,46.592325,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267711,46.592293,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267741,46.592258,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267769,46.592228,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267797,46.592202,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267833,46.592185,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267846,46.592178,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.267863,46.592168,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
