longitude,latitude,annotation,,,,,,,,,,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-84.274644,46.592933,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274694,46.592937,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274752,46.592932,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274777,46.592932,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274801,46.59293,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274817,46.592944,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274833,46.592946,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274865,46.592931,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274887,46.592923,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274904,46.592914,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274914,46.592914,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274947,46.5929,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27499,46.592895,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275033,46.592875,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27507,46.592856,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275095,46.592851,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275108,46.592851,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275121,46.592851,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275134,46.592851,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275177,46.592861,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27519,46.592867,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275215,46.592877,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275232,46.592887,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275271,46.592906,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275284,46.592913,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275319,46.59293,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275328,46.592934,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275381,46.592952,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275422,46.592963,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275467,46.59297,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275479,46.592972,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275499,46.592972,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275514,46.592969,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275525,46.592958,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275547,46.592941,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275551,46.592933,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275555,46.592925,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275572,46.592895,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27558,46.592886,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275603,46.592861,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275629,46.592835,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275683,46.592801,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275724,46.592781,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275764,46.592755,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275775,46.592743,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275791,46.592725,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275773,46.592709,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27577,46.592714,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275763,46.59272,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275755,46.592726,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275748,46.592732,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27574,46.592738,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275748,46.592766,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275751,46.592776,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275785,46.5928,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275829,46.592817,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275845,46.592821,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275911,46.592821,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275942,46.592819,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275982,46.592814,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276023,46.592818,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276049,46.592828,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276057,46.592834,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276066,46.592839,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276074,46.592844,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276108,46.592865,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276149,46.592883,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276182,46.592901,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276192,46.59291,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276201,46.592919,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276211,46.592929,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276221,46.592938,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276231,46.592947,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276262,46.592991,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27628,46.593035,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276278,46.593073,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276268,46.5931,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276261,46.593138,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276257,46.593154,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276244,46.593195,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276234,46.593209,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276209,46.593233,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276173,46.59326,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276134,46.59329,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.276079,46.593312,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27603,46.593331,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275975,46.593354,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275922,46.593361,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27588,46.593358,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275863,46.593355,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275811,46.593354,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275794,46.593355,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275723,46.593354,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27566,46.593355,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275613,46.593357,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275563,46.593351,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275548,46.593349,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275491,46.593343,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275434,46.593337,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275379,46.593322,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275319,46.593305,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275245,46.593285,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275177,46.593289,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275115,46.593293,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275069,46.59329,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.275018,46.593287,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274972,46.593278,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274903,46.593276,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274853,46.593268,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274755,46.59328,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27467,46.593288,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27461,46.593288,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27455,46.59329,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27453,46.593286,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274522,46.593282,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274515,46.593277,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274507,46.593273,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.2745,46.593269,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274493,46.593265,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274467,46.593258,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274455,46.593256,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274443,46.593254,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274431,46.593252,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274419,46.59325,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274382,46.59324,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274337,46.593218,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274324,46.593206,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274285,46.593195,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274238,46.593187,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274203,46.59315,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274148,46.593129,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274108,46.593112,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274075,46.59309,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274024,46.593066,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274001,46.593058,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273943,46.593039,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273881,46.593016,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273825,46.592988,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273792,46.592958,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273755,46.592919,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273714,46.592894,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.2737,46.592886,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273661,46.592872,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273652,46.59287,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273612,46.592879,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273598,46.592885,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273545,46.592893,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273517,46.592897,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273453,46.592911,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273405,46.592913,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273382,46.59289,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273376,46.592882,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273356,46.592864,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273343,46.592856,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27333,46.592848,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273303,46.592835,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273295,46.592831,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273287,46.592827,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273233,46.592813,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273207,46.592807,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273143,46.592792,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273077,46.592781,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273034,46.592783,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272983,46.592787,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272971,46.592788,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272947,46.592793,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272947,46.592792,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272964,46.592789,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272999,46.592788,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273008,46.592789,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273011,46.592789,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273021,46.592801,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273031,46.592812,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27304,46.592824,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273045,46.59283,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273046,46.592831,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273046,46.592832,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272999,46.592837,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272959,46.592844,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272933,46.59285,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272929,46.592851,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272928,46.592852,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272912,46.592856,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272868,46.592861,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272837,46.592864,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272825,46.592864,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272817,46.59287,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272815,46.592882,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272809,46.592892,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272809,46.592902,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272815,46.592912,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272817,46.592922,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27282,46.592937,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272831,46.592955,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27285,46.592984,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272859,46.592996,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272902,46.593014,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272946,46.593028,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.272999,46.593046,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273031,46.59307,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273063,46.593091,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273077,46.593105,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273097,46.593115,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273114,46.593122,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273128,46.593131,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273145,46.593149,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273145,46.593158,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273145,46.593168,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273154,46.593178,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273163,46.593194,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273186,46.593217,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273221,46.593233,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273249,46.593245,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273315,46.593258,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27336,46.593264,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273414,46.593259,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273461,46.593252,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273488,46.593243,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273499,46.593234,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273489,46.593226,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27348,46.59322,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273473,46.593213,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273458,46.593206,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27343,46.593204,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273381,46.593209,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273348,46.593204,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273334,46.593202,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273287,46.59319,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273274,46.593183,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273256,46.593159,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273251,46.593149,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273244,46.593134,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273237,46.593124,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273238,46.59312,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273244,46.593118,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273251,46.593116,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273257,46.593113,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273263,46.593111,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273269,46.593109,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273275,46.593107,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273281,46.593105,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273287,46.593103,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273293,46.593101,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273299,46.593099,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273305,46.593097,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273359,46.593087,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273397,46.593078,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273447,46.593072,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273462,46.593072,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273506,46.593072,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273524,46.593071,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273573,46.593064,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273624,46.593062,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273669,46.593057,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273711,46.593055,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273722,46.593056,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273727,46.593062,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273708,46.593072,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273706,46.593083,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273734,46.593092,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273742,46.593101,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273716,46.593121,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273707,46.593129,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273662,46.593147,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273635,46.59317,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273629,46.593177,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273622,46.593213,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273621,46.593227,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273619,46.593242,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273625,46.593255,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27363,46.593278,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273634,46.593293,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273639,46.593307,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273655,46.593345,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273662,46.593359,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273668,46.593392,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273668,46.5934,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273654,46.593406,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273644,46.593402,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273634,46.593397,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273624,46.593393,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273614,46.593388,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273603,46.593384,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273571,46.593377,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273561,46.593384,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273532,46.59339,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273522,46.593398,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273512,46.593405,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273498,46.593424,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273496,46.593427,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273494,46.59343,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273492,46.593433,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273491,46.593436,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273489,46.593439,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273487,46.593442,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273485,46.593446,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273483,46.593449,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273477,46.59349,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273475,46.593508,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273485,46.593538,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273491,46.593571,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273513,46.593598,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273521,46.593606,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273543,46.59363,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273547,46.593644,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273566,46.593661,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273579,46.593665,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273594,46.593664,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273606,46.593659,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273613,46.59365,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273639,46.593638,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273652,46.593633,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273664,46.593629,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273686,46.593622,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273708,46.593615,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273724,46.593605,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273733,46.593585,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273753,46.593556,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273762,46.593545,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27379,46.593517,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.2738,46.593508,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27383,46.593484,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273838,46.59348,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27388,46.593449,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273909,46.593442,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273944,46.593428,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.273999,46.593402,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274021,46.593388,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274073,46.59337,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274121,46.593363,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274169,46.593361,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.27422,46.593354,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274277,46.593348,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274348,46.593349,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274401,46.59336,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274451,46.593375,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274502,46.593387,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274527,46.59339,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
-84.274593,46.593396,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,
