longitude,latitude,annotation
-17.82259,24.95157,outdoor
-17.82259,24.95158,outdoor
-17.8226,24.95161,outdoor
-17.82261,24.95165,outdoor
-17.82263,24.95168,outdoor
-17.82266,24.95171,outdoor
-17.82269,24.95175,outdoor
-17.82271,24.9518,outdoor
-17.82274,24.95184,outdoor
-17.82276,24.95188,outdoor
-17.82278,24.95192,outdoor
-17.82281,24.95196,outdoor
-17.82283,24.952,outdoor
-17.82286,24.95204,outdoor
-17.82289,24.95208,outdoor
-17.82292,24.95212,outdoor
-17.82295,24.95217,outdoor
-17.82298,24.95221,outdoor
-17.82301,24.95225,outdoor
-17.82304,24.9523,outdoor
-17.82307,24.95234,outdoor
-17.82311,24.95239,outdoor
-17.82314,24.95244,outdoor
-17.82317,24.95249,outdoor
-17.8232,24.95254,outdoor
-17.82324,24.95258,outdoor
-17.82327,24.95263,outdoor
-17.8233,24.95268,outdoor
-17.82334,24.95273,outdoor
-17.82337,24.95278,outdoor
-17.82341,24.95284,outdoor
-17.82344,24.95289,outdoor
-17.82347,24.95295,outdoor
-17.82351,24.953,outdoor
-17.82354,24.95305,outdoor
-17.82357,24.9531,outdoor
-17.8236,24.95314,outdoor
-17.82362,24.95319,outdoor
-17.82364,24.95322,outdoor
-17.82366,24.95325,outdoor
-17.82368,24.95328,outdoor
-17.82368,24.95329,outdoor
-17.8237,24.95331,outdoor
-17.8237,24.95332,outdoor
-17.82373,24.95336,outdoor
-17.82373,24.95337,outdoor
-17.82376,24.9534,outdoor
-17.82379,24.95344,outdoor
-17.82381,24.95348,outdoor
-17.82385,24.95353,outdoor
-17.82388,24.95358,outdoor
-17.82391,24.95362,outdoor
-17.82395,24.95367,outdoor
-17.82398,24.9537,outdoor
-17.824,24.95375,outdoor
-17.82402,24.95378,outdoor
-17.82404,24.95382,outdoor
-17.82406,24.95385,outdoor
-17.82409,24.95389,outdoor
-17.82411,24.95393,outdoor
-17.82413,24.95397,outdoor
-17.82416,24.95401,outdoor
-17.82418,24.95406,outdoor
-17.82422,24.9541,outdoor
-17.82425,24.95415,outdoor
-17.82428,24.9542,outdoor
-17.82432,24.95425,outdoor
-17.82436,24.9543,outdoor
-17.82439,24.95435,outdoor
-17.82443,24.95441,outdoor
-17.82446,24.95446,outdoor
-17.82449,24.95452,outdoor
-17.82453,24.95457,outdoor
-17.82456,24.95463,outdoor
-17.8246,24.95468,outdoor
-17.82463,24.95473,outdoor
-17.82466,24.95478,outdoor
-17.82469,24.95482,outdoor
-17.82471,24.95486,outdoor
-17.82473,24.95489,outdoor
-17.82475,24.95492,outdoor
-17.82477,24.95495,outdoor
-17.82478,24.95497,outdoor
-17.8248,24.955,outdoor
-17.82482,24.95503,outdoor
-17.82484,24.95505,outdoor
-17.82486,24.95508,outdoor
-17.82488,24.95511,outdoor
-17.82491,24.95515,outdoor
-17.82493,24.95519,outdoor
-17.82495,24.95523,outdoor
-17.82499,24.95528,outdoor
-17.82502,24.95532,outdoor
-17.82506,24.95538,outdoor
-17.82509,24.95543,outdoor
-17.82513,24.95549,outdoor
-17.82516,24.95555,outdoor
-17.8252,24.9556,outdoor
-17.82524,24.95566,outdoor
-17.82528,24.95572,outdoor
-17.82531,24.95577,outdoor
-17.82535,24.95583,outdoor
-17.82539,24.95588,outdoor
-17.82543,24.95594,outdoor
-17.82546,24.956,outdoor
-17.8255,24.95606,outdoor
-17.82554,24.95611,outdoor
-17.82557,24.95617,outdoor
-17.82561,24.95623,outdoor
-17.82564,24.95628,outdoor
-17.82568,24.95634,outdoor
-17.82572,24.9564,outdoor
-17.82575,24.95645,outdoor
-17.82579,24.95651,outdoor
-17.82583,24.95656,outdoor
-17.82587,24.95662,outdoor
-17.8259,24.95667,outdoor
-17.82594,24.95673,outdoor
-17.82598,24.95678,outdoor
-17.82602,24.95684,outdoor
-17.82606,24.95689,outdoor
-17.82609,24.95695,outdoor
-17.82613,24.95701,outdoor
-17.82617,24.95707,outdoor
-17.82621,24.95713,outdoor
-17.82625,24.95719,outdoor
-17.82629,24.95725,outdoor
-17.82633,24.95731,outdoor
-17.82636,24.95736,outdoor
-17.8264,24.95742,outdoor
-17.82643,24.95747,outdoor
-17.82646,24.95752,outdoor
-17.82649,24.95757,outdoor
-17.82652,24.95761,outdoor
-17.82654,24.95765,outdoor
-17.82657,24.95769,outdoor
-17.8266,24.95773,outdoor
-17.82662,24.95777,outdoor
-17.82665,24.9578,outdoor
-17.82667,24.95784,outdoor
-17.8267,24.95789,outdoor
-17.82673,24.95794,outdoor
-17.82676,24.95799,outdoor
-17.82679,24.95804,outdoor
-17.82683,24.9581,outdoor
-17.82686,24.95815,outdoor
-17.82689,24.95821,outdoor
-17.82692,24.95826,outdoor
-17.82696,24.95832,outdoor
-17.82699,24.95838,outdoor
-17.82703,24.95844,outdoor
-17.82707,24.95849,outdoor
-17.82711,24.95856,outdoor
-17.82715,24.95862,outdoor
-17.82719,24.95868,outdoor
-17.82723,24.95875,outdoor
-17.82727,24.9588,outdoor
-17.8273,24.95886,outdoor
-17.82734,24.95891,outdoor
-17.82737,24.95897,outdoor
-17.8274,24.95902,outdoor
-17.82742,24.95908,outdoor
-17.82745,24.95914,outdoor
-17.82748,24.9592,outdoor
-17.8275,24.95926,outdoor
-17.82752,24.95933,outdoor
-17.82754,24.9594,outdoor
-17.82756,24.95946,outdoor
-17.82758,24.95953,outdoor
-17.8276,24.9596,outdoor
-17.82761,24.95967,outdoor
-17.82762,24.95973,outdoor
-17.82764,24.9598,outdoor
-17.82765,24.95987,outdoor
-17.82766,24.95995,outdoor
-17.82767,24.96002,outdoor
-17.82768,24.96009,outdoor
-17.82769,24.96016,outdoor
-17.8277,24.96023,outdoor
-17.82771,24.9603,outdoor
-17.82772,24.96037,outdoor
-17.82773,24.96044,outdoor
-17.82773,24.96051,outdoor
-17.82774,24.96057,outdoor
-17.82774,24.96064,outdoor
-17.82775,24.9607,outdoor
-17.82775,24.96078,outdoor
-17.82776,24.96085,outdoor
-17.82777,24.96092,outdoor
-17.82777,24.96099,outdoor
-17.82778,24.96106,outdoor
-17.82779,24.96112,outdoor
-17.82779,24.96119,outdoor
-17.8278,24.96126,outdoor
-17.8278,24.96132,outdoor
-17.82781,24.96139,outdoor
-17.82781,24.96146,outdoor
-17.82782,24.96153,outdoor
-17.82783,24.9616,outdoor
-17.82783,24.96167,outdoor
-17.82784,24.96175,outdoor
-17.82785,24.96182,outdoor
-17.82785,24.9619,outdoor
-17.82786,24.96198,outdoor
-17.82787,24.96206,outdoor
-17.82789,24.96213,outdoor
-17.8279,24.96221,outdoor
-17.8279,24.96228,outdoor
-17.82791,24.96235,outdoor
-17.82792,24.96242,outdoor
-17.82793,24.96249,outdoor
