longitude,latitude,annotation
-84.276932,46.593661,outdoor
-84.27692,46.59365,outdoor
-84.276915,46.593633,outdoor
-84.276908,46.593622,outdoor
-84.276901,46.593603,outdoor
-84.276899,46.593589,outdoor
-84.276897,46.593573,outdoor
-84.276899,46.593542,outdoor
-84.276899,46.593532,outdoor
-84.276896,46.593516,outdoor
-84.276883,46.593501,outdoor
-84.276877,46.593471,outdoor
-84.276875,46.593462,outdoor
-84.276866,46.593445,outdoor
-84.276864,46.593427,outdoor
-84.27687,46.593416,outdoor
-84.27686,46.593415,outdoor
-84.276847,46.593398,outdoor
-84.276831,46.593387,outdoor
-84.276825,46.59338,outdoor
-84.276834,46.593382,outdoor
-84.276835,46.593376,outdoor
-84.276822,46.593372,outdoor
-84.276805,46.593366,outdoor
-84.276787,46.593362,outdoor
-84.276784,46.593359,outdoor
-84.27677,46.593366,outdoor
-84.276759,46.593365,outdoor
-84.276749,46.593364,outdoor
-84.276738,46.593363,outdoor
-84.276728,46.593362,outdoor
-84.276699,46.593352,outdoor
-84.276683,46.593345,outdoor
-84.276677,46.593338,outdoor
-84.276659,46.593332,outdoor
-84.276643,46.593332,outdoor
-84.276631,46.593311,outdoor
-84.276625,46.593302,outdoor
-84.27662,46.593293,outdoor
-84.276621,46.593279,outdoor
-84.276626,46.593261,outdoor
-84.276621,46.593251,outdoor
-84.276618,46.593233,outdoor
-84.276612,46.593209,outdoor
-84.276615,46.593196,outdoor
-84.276616,46.593168,outdoor
-84.276632,46.59313,outdoor
-84.276639,46.593117,outdoor
-84.276643,46.593109,outdoor
-84.276643,46.593106,outdoor
-84.276646,46.593103,outdoor
-84.27665,46.593091,outdoor
-84.276657,46.593092,outdoor
-84.276658,46.593095,outdoor
-84.276661,46.593088,outdoor
-84.276672,46.593083,outdoor
-84.276677,46.593082,outdoor
-84.27669,46.59308,outdoor
-84.27669,46.59308,outdoor
-84.27669,46.59308,outdoor
-84.276638,46.59303,outdoor
-84.276625,46.593023,outdoor
-84.27661,46.592997,outdoor
-84.276594,46.592991,outdoor
-84.276579,46.592972,outdoor
-84.276545,46.592949,outdoor
-84.276509,46.592924,outdoor
-84.276494,46.592917,outdoor
-84.276459,46.5929,outdoor
-84.276418,46.592882,outdoor
-84.27637,46.592865,outdoor
-84.276346,46.592837,outdoor
-84.276325,46.592812,outdoor
-84.276304,46.592787,outdoor
-84.276295,46.592759,outdoor
-84.276254,46.592726,outdoor
-84.276233,46.592712,outdoor
-84.276207,46.592681,outdoor
-84.276194,46.592654,outdoor
-84.276193,46.592626,outdoor
-84.276206,46.592574,outdoor
-84.276207,46.592533,outdoor
-84.276206,46.5925,outdoor
-84.276184,46.592474,outdoor
-84.276162,46.592427,outdoor
-84.27615,46.592403,outdoor
-84.276121,46.592389,outdoor
-84.276104,46.592381,outdoor
-84.276084,46.59238,outdoor
-84.276076,46.592381,outdoor
-84.276067,46.592381,outdoor
-84.276059,46.592382,outdoor
-84.27605,46.592382,outdoor
-84.27603,46.59238,outdoor
-84.276016,46.592364,outdoor
-84.275957,46.59234,outdoor
-84.275908,46.592334,outdoor
-84.275847,46.592326,outdoor
-84.275808,46.592298,outdoor
